epoch,train_loss,val_loss,val_pos_rmse,val_quat_angle_deg,epoch_time,current_lr,model_type,sequence_length,batch_size,learning_rate,lr_scheduler,optimizer,timestamp,kernel_size,num_layers,dropout,activation,norm
89,0.012051083652796678,0.015465611763838157,0.021808135960133094,0.5560631780671954,2025-01-29 06:57:32,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
90,0.012050638860517477,0.015466758306247016,0.021808344642244536,0.5546248998149668,2025-01-29 06:57:46,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
91,0.012030509141949574,0.015467163333783545,0.02181292174066056,0.5549642672653522,2025-01-29 06:58:00,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
92,0.012050511166467558,0.015463193712204426,0.021809283834016646,0.5536641877623907,2025-01-29 06:58:14,1e-05,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
93,0.012038505714097083,0.01546957750508788,0.021811962565477277,0.5532257718002465,2025-01-29 06:58:28,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
94,0.011981811612012524,0.015465330323269678,0.021813636093631232,0.5535777760325412,2025-01-29 06:58:42,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
95,0.011971483146061938,0.01546258313668931,0.02181485832764345,0.5536743457113852,2025-01-29 06:58:55,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
96,0.011961767664704494,0.015460619188042219,0.021816260659123145,0.5537693812501244,2025-01-29 06:59:09,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
97,0.011979755142734886,0.015459538007124596,0.021817049547770813,0.5538594923644766,2025-01-29 06:59:23,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
98,0.011973844325913844,0.015459307146973465,0.021817569097269434,0.5539033552193182,2025-01-29 06:59:37,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
99,0.011963066993431734,0.015458914820538946,0.021818849910912336,0.5539424317427979,2025-01-29 06:59:51,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
100,0.011962715656959406,0.015458139121177755,0.021819234207699257,0.553852934886044,2025-01-29 07:00:05,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_063645,7,6,0.2,gelu,group
